dlist,elist,genus_jw,se_jw,gender_switch
Cerastium terrae-novae,Cerastium terrae-novae,1.0,1.0,False
Cerastium holosteiforme,Cerastium holosteiforme,1.0,1.0,False
Cerastium velutinum,Cerastium velutinum,1.0,1.0,False
Cerastium hirsutum,Cerastium hirsutum,1.0,1.0,False
Cerastium pensylvanicum,Cerastium pensylvanicum,1.0,1.0,False
Cerastium robustum,Cerastium robustum,1.0,1.0,False
Cerastium maximum,Cerastium maximum,1.0,1.0,False
Cerastium unalaschkense,Cerastium unalaschkense,1.0,1.0,False
Cerastium glabrum,Cerastium glabratum,1.0,0.962962962963,False
Cerastium balearicum,Cerastium balearicum,1.0,1.0,False
Cerastium sylvaticum,Cerastium sylvaticum,1.0,1.0,False
Cerastium rupestre,Cerastium rupestre,1.0,1.0,False
Cerastium lanigerum,Cerastium lanigerum,1.0,1.0,False
Cerastium regelii,Cerastium regelii,1.0,1.0,False
Cerastium caespitosum,Cerastium caespitosum,1.0,1.0,False
Cerastium boreale,Cerastium boreale,1.0,1.0,False
Cerasus virginiana,Cerasus virginica,1.0,0.968888888889,False
Cerasus glandulosa,Cerasus glandulosa,1.0,1.0,False
Cerasus fruticans,Cerasus fruticosa,1.0,0.953703703704,False
Ceratocarpus utriculosus,Ceratocarpus utriculosus,1.0,1.0,False
Ceratocarpus arenarius,Ceratocarpus arenarius,1.0,1.0,False
Ceratonia siliqua,Ceratonia siliqua,1.0,1.0,False
Ceratopetalum apetalum,Ceratopetalum apetalum,1.0,1.0,False
Ceratophyllum tuberculatum,Ceratophyllum tuberculatum,1.0,1.0,False
Ceratophyllum submersum,Ceratophyllum submersum,1.0,1.0,False
Ceratophyllum muricatum,Ceratophyllum muricatum,1.0,1.0,False
Ceratophyllum platyacanthum,Ceratophyllum platyacanthum,1.0,1.0,False
Ceratophyllum demersum,Ceratophyllum demersum,1.0,1.0,False
Ceratophyllum pentacanthum,Ceratophyllum pentacanthum,1.0,1.0,False
Ceratophyllum indicum,Ceratophyllum indicum,1.0,1.0,False
Ceratophyllum muticum,Ceratophyllum muticum,1.0,1.0,False
Ceratophyllum oxyacanthum,Ceratophyllum oxyacanthum,1.0,1.0,False
Ceratozamia fusco-viridis,Ceratozamia fuscoviridis,1.0,0.987179487179,False
Ceratozamia mexicana,Ceratozamia mexicana,1.0,1.0,False
Ceratozamia purpurea,Ceratozamia purpurea,1.0,1.0,False
Ceratozamia latifolia,Ceratozamia latifolia,1.0,1.0,False
Ceratozamia robusta,Ceratozamia robusta,1.0,1.0,False
Ceratozamia miqueliana,Ceratozamia miqueliana,1.0,1.0,False
Cercidium unijuga,Cercidium unijugum,1.0,0.947619047619,True
Cercidium goldmani,Cercidium goldmanii,1.0,0.992592592593,True
Cercidium praecox,Cercidium praecox,1.0,1.0,False
Cerefolium sylvestre,Cerefolium sylvestre,1.0,1.0,False
Cereus quadrangularis,Cereus quadrangularis,1.0,1.0,False
Cereus silvestrii,Cereus silvestrii,1.0,1.0,False
Cereus gummosus,Cereus gummosus,1.0,1.0,False
Cereus titan,Cereus titan,1.0,1.0,False
Cereus cochal,Cereus cochal,1.0,1.0,False
Cereus pringlei,Cereus pringlei,1.0,1.0,False
Cereus pecten-aboriginum,Cereus pecten-aboriginum,1.0,1.0,False
Cerinthe major,Cerinthe major,1.0,1.0,False
Cerinthe macrophylla,Cerinthe macrophylla,1.0,1.0,False
Cerinthe gymnandra,Cerinthe gymnandra,1.0,1.0,False
Cerinthe tenuiflora,Cerinthe tenuiflora,1.0,1.0,False
Cerinthe strigosa,Cerinthe strigosa,1.0,1.0,False
Cerinthe aspera,Cerinthe aspera,1.0,1.0,False
Cerinthe minor,Cerinthe minor,1.0,1.0,False
Cerinthe glabra,Cerinthe glabra,1.0,1.0,False
Cerinthe alpina,Cerinthe alpina,1.0,1.0,False
Cerinthe longiflora,Cerinthe longiflora,1.0,1.0,False
Ceropegia linearis,Ceropegia linearis,1.0,1.0,False
Ceropegia leptocarpa,Ceropegia leptocarpa,1.0,1.0,False
Ceropegia collaricorona,Ceropegia collaricorona,1.0,1.0,False
Ceropegia hastata,Ceropegia hastata,1.0,1.0,False
Cespedesia macrophylla,Cespedesia macrophylla,1.0,1.0,False
Cespedesia repanda,Cespedesia repanda,1.0,1.0,False
Cespedesia sprucei,Cespedesia sprucei,1.0,1.0,False
Cespedesia spathulata,Cespedesia spathulata,1.0,1.0,False
Cespedesia bonplandi,Cespedesia bonplandii,1.0,0.996666666667,True
Cespedesia amazonica,Cespedesia amazonica,1.0,1.0,False
Cespedesia excelsa,Cespedesia excelsa,1.0,1.0,False
Cestrum intermedium,Cestrum intermedium,1.0,1.0,False
Chaenomeles sinensis,Chaenomeles sinensis,1.0,1.0,False
Chaenomeles speciosa,Chaenomeles speciosa,1.0,1.0,False
Chaenomeles japonica,Chaenomeles japonica,1.0,1.0,False
Chaenomeles cathayensis,Chaenomeles cathayensis,1.0,1.0,False
Chaenorhinum litorale,Chaenorhinum litorale,1.0,1.0,False
Chaenorhinum minus,Chaenorhinum minus,1.0,1.0,False
Chaerophyllum monogonum,Chaerophyllum monogonum,1.0,1.0,False
Chaerophyllum sativum,Chaerophyllum sativum,1.0,1.0,False
Chaerophyllum nitidum,Chaerophyllum nitidum,1.0,1.0,False
Chaerophyllum neglectum,Chaerophyllum neglectum,1.0,1.0,False
Chaerophyllum millefolium,Chaerophyllum millefolium,1.0,1.0,False
Chaerophyllum nodosum,Chaerophyllum nodosum,1.0,1.0,False
Chaerophyllum daucifolium,Chaerophyllum daucifolium,1.0,1.0,False
Chaerophyllum bulbosum,Chaerophyllum bulbosum,1.0,1.0,False
Chaerophyllum ghilanicum,Chaerophyllum ghilanicum,1.0,1.0,False
Chaerophyllum humile,Chaerophyllum humile,1.0,1.0,False
Chaerophyllum temulum,Chaerophyllum temulum,1.0,1.0,False
Chaerophyllum aureum,Chaerophyllum aureum,1.0,1.0,False
Chaerophyllum rubellum,Chaerophyllum rubellum,1.0,1.0,False
Chaerophyllum roseum,Chaerophyllum roseum,1.0,1.0,False
Chaetocarpus schomburgkianus,Chaetocarpus schomburgkianus,1.0,1.0,False
Chaetocarpus myrsinites,Chaetocarpus myrsinites,1.0,1.0,False
Chaetocrater fasciculatus,Chaetocrater fasciculatus,1.0,1.0,False
Chaetocrater capitatus,Chaetocrater capitatus,1.0,1.0,False
Chaetoseris hirsuta,Chaetoseris hirsuta,1.0,1.0,False
Chamaebuxus alpestris,Chamaebuxus alpestris,1.0,1.0,False
Chamaecereus silvestrii,Chamaecereus silvestrii,1.0,1.0,False
Chamaecrista apoucouita,Chamaecrista apoucouita,1.0,1.0,False
Chamaecrista fasciata,Chamaecrista fasciculata,1.0,0.954545454545,False
Chamaecrista glandulosa,Chamaecrista glandulosa,1.0,1.0,False
Chamaecrista molinae,Chamaecrista molinae,1.0,1.0,False
Chamaecrista nictidans,Chamaecrista nictitans,1.0,0.962962962963,False
Chamaecrista chamaechristoides,Chamaecrista chamaecristoides,1.0,0.994117647059,False
Chamaecrista chamaecristoides,Chamaecrista chamaecristoides,1.0,1.0,False
Chamaecrista fasciculata,Chamaecrista fasciculata,1.0,1.0,False
Chamaecrista nictitans,Chamaecrista nictitans,1.0,1.0,False
Chamaecyparis squarrosa,Chamaecyparis squarrosa,1.0,1.0,False
Chamaecyparis pisifera,Chamaecyparis pisifera,1.0,1.0,False
Chamaecyparis variegata,Chamaecyparis variegata,1.0,1.0,False
Chamaecyparis plumosa,Chamaecyparis plumosa,1.0,1.0,False
Chamaecyparis thyoides,Chamaecyparis thyoides,1.0,1.0,False
Chamaecyparis ericoides,Chamaecyparis ericoides,1.0,1.0,False
Chamaecyparis lawsoniana,Chamaecyparis lawsoniana,1.0,1.0,False
Chamaecyparis formosensis,Chamaecyparis formosensis,1.0,1.0,False
Chamaecyparis obtusa,Chamaecyparis obtusa,1.0,1.0,False
Chamaedrys ovalifolia,Chamaedrys ovalifolia,1.0,1.0,False
Chamaedrys montana,Chamaedrys montana,1.0,1.0,False
Chamaedrys pulverulenta,Chamaedrys pulverulenta,1.0,1.0,False
Chamaenerion montanum,Chamaenerion montanum,1.0,1.0,False
Chamaenerion palustre,Chamaenerion palustre,1.0,1.0,False
Chamaenerion spicatum,Chamaenerion spicatum,1.0,1.0,False
Chamaenerium domini,Chamaenerion dominii,1.0,0.980952380952,True
Chamaerops humilis,Chamaerops humilis,1.0,1.0,False
Chamaesciadium acaule,Chamaesciadium acaule,1.0,1.0,False
Chamaesphacos longiflorus,Chamaesphacos longiflorus,1.0,1.0,False
Chamaesphacos ilicifolius,Chamaesphacos ilicifolius,1.0,1.0,False
Chamaesyce scordifolia,Chamaesyce scordiifolia,1.0,0.964646464646,False
Chamerion angustifolium,Chamerion angustifolium,1.0,1.0,False
Charia indeniensis,Charia indeniensis,1.0,1.0,False
Chassalia curviflora,Chassalia curviflora,1.0,1.0,False
Chavica sarmentosa,Chavica sarmentosa,1.0,1.0,False
Chavica roxburghii,Chavica roxburghii,1.0,1.0,False
Cheiranthus firmus,Cheiranthus firmus,1.0,1.0,False
Cheiranthus turritoides,Cheiranthus turritoides,1.0,1.0,False
Cheiranthus scaber,Cheiranthus scaber,1.0,1.0,False
Chelidonium majus,Chelidonium majus,1.0,1.0,False
Chelidonium asiaticum,Chelidonium asiaticum,1.0,1.0,False
Chelidonium laciniatum,Chelidonium laciniatum,1.0,1.0,False
Chelidonium quercifolium,Chelidonium quercifolium,1.0,1.0,False
Chenolea lanata,Chenolea lanata,1.0,1.0,False
Chenopodina vera,Chenopodina vera,1.0,1.0,False
Chenopodium frigidum,Chenopodium rigidum,1.0,0.958333333333,False
Chenopodium murale,Chenopodium murale,1.0,1.0,False
Chenopodium berlandieri,Chenopodium berlandieri,1.0,1.0,False
Chenopodium gandhium,Chenopodium gandhium,1.0,1.0,False
Chenopodium hircinum,Chenopodium hircinum,1.0,1.0,False
Chenopodium striatiforme,Chenopodium striatiforme,1.0,1.0,False
Chenopodium bicolor,Chenopodium bicolor,1.0,1.0,False
Chenopodium cuneifolium,Chenopodium cuneifolium,1.0,1.0,False
Chenopodium laciniatum,Chenopodium laciniatum,1.0,1.0,False
Chenopodium rigidum,Chenopodium rigidum,1.0,1.0,False
Chenopodium oblanceolatum,Chenopodium oblanceolatum,1.0,1.0,False
Chenopodium pratericola,Chenopodium pratericola,1.0,1.0,False
Chenopodium caudatum,Chenopodium caudatum,1.0,1.0,False
Chenopodium borbasii,Chenopodium borbasii,1.0,1.0,False
Chenopodium atriplicis,Chenopodium atriplicis,1.0,1.0,False
Chenopodium ambiguum,Chenopodium ambiguum,1.0,1.0,False
Chenopodium guinoa,Chenopodium guinoa,1.0,1.0,False
Chenopodium elatum,Chenopodium elatum,1.0,1.0,False
Chenopodium bonariense,Chenopodium bonariense,1.0,1.0,False
Chenopodium rubrum,Chenopodium rubrum,1.0,1.0,False
Chenopodium villosum,Chenopodium villosum,1.0,1.0,False
Chenopodium lucidum,Chenopodium lucidum,1.0,1.0,False
Chenopodium karoi,Chenopodium karoi,1.0,1.0,False
Chenopodium carthagenense,Chenopodium carthagenense,1.0,1.0,False
Chenopodium rostratum,Chenopodium prostratum,1.0,0.966666666667,False
Chenopodium neglectum,Chenopodium neglectum,1.0,1.0,False
Chenopodium patulum,Chenopodium patulum,1.0,1.0,False
Chenopodium atriplicinum,Chenopodium atriplicis,1.0,0.988333333333,False
Chenopodium opulifolium,Chenopodium opulifolium,1.0,1.0,False
Chenopodium congolanum,Chenopodium congolanum,1.0,1.0,False
Chenopodium paniculatum,Chenopodium paniculatum,1.0,1.0,False
Chenopodium tournefortianum,Chenopodium tournefortianum,1.0,1.0,False
Chenopodium vulgare,Chenopodium vulgare,1.0,1.0,False
Chenopodium trigonum,Chenopodium trigynum,1.0,0.95,False
Chenopodium wolffi,Chenopodium wolffii,1.0,0.980952380952,True
Chenopodium glaucum,Chenopodium glaucum,1.0,1.0,False
Chenopodium probstii,Chenopodium probstii,1.0,1.0,False
Chenopodium exsuccum,Chenopodium exsuccum,1.0,1.0,False
Chenopodium latifolium,Chenopodium latifolium,1.0,1.0,False
Chenopodium pedunculatum,Chenopodium pedunculare,1.0,0.985606060606,False
Chenopodium angulosum,Chenopodium angulosum,1.0,1.0,False
Chenopodium bonus-henricus,Chenopodium bonus-henricus,1.0,1.0,False
Chenopodium foliosum,Chenopodium foliosum,1.0,1.0,False
Chenopodium ugandae,Chenopodium ugandae,1.0,1.0,False
Chenopodium simplex,Chenopodium simplex,1.0,1.0,False
Chenopodium guineense,Chenopodium guineense,1.0,1.0,False
Chenopodium camphoratifolium,Chenopodium camphoratifolium,1.0,1.0,False
Chenopodium centrorubrum,Chenopodium centrorubrum,1.0,1.0,False
Chenopodium littorale,Chenopodium littorale,1.0,1.0,False
Chenopodium novopokrovskyanum,Chenopodium novopokrovskyanum,1.0,1.0,False
Chenopodium microspermum,Chenopodium microspermum,1.0,1.0,False
Chenopodium desiccatum,Chenopodium desiccatum,1.0,1.0,False
Chenopodium leiospermum,Chenopodium leiospermum,1.0,1.0,False
Chenopodium suecicum,Chenopodium suecicum,1.0,1.0,False
Chenopodium dunosum,Chenopodium dunosum,1.0,1.0,False
Chenopodium amaranticolor,Chenopodium amaranticolor,1.0,1.0,False
Chenopodium querciforme,Chenopodium querciforme,1.0,1.0,False
Chenopodium pallidum,Chenopodium pallidum,1.0,1.0,False
Chenopodium zobelii,Chenopodium zobelii,1.0,1.0,False
Chenopodium dessicatum,Chenopodium desiccatum,1.0,0.953333333333,False
Chenopodium petiolare,Chenopodium petiolare,1.0,1.0,False
Chenopodium inamoenum,Chenopodium inamoenum,1.0,1.0,False
Chenopodium serotinum,Chenopodium serotinum,1.0,1.0,False
Chenopodium leptophyllum,Chenopodium leptophyllum,1.0,1.0,False
Chenopodium foetidum,Chenopodium foetidum,1.0,1.0,False
Chenopodium concatenatum,Chenopodium concatenatum,1.0,1.0,False
Chenopodium glomerulosum,Chenopodium glomerulosum,1.0,1.0,False
Chenopodium giganteum,Chenopodium giganteum,1.0,1.0,False
Chenopodium longidjawense,Chenopodium longidjawense,1.0,1.0,False
Chenopodium hastatum,Chenopodium hastatum,1.0,1.0,False
Chenopodium ruderale,Chenopodium ruderale,1.0,1.0,False
Chenopodium subspicatum,Chenopodium subspicatum,1.0,1.0,False
Chenopodium burkartii,Chenopodium burkartii,1.0,1.0,False
Chenopodium erosum,Chenopodium erosum,1.0,1.0,False
Chenopodium urbicum,Chenopodium urbicum,1.0,1.0,False
Chenopodium virgatum,Chenopodium virgatum,1.0,1.0,False
Chenopodium mandonii,Chenopodium mandonii,1.0,1.0,False
Chenopodium strictum,Chenopodium strictum,1.0,1.0,False
Chenopodium bolivianum,Chenopodium bolivianum,1.0,1.0,False
Chenopodium acuminatum,Chenopodium acuminatum,1.0,1.0,False
Chenopodium bonushenricus,Chenopodium bonus-henricus,1.0,0.988095238095,False
Chenopodium spathulatum,Chenopodium spathulatum,1.0,1.0,False
Chenopodium graveolens,Chenopodium graveolens,1.0,1.0,False
Chenopodium elegantissimum,Chenopodium elegantissimum,1.0,1.0,False
Chenopodium halimus,Chenopodium halimus,1.0,1.0,False
Chenopodium vachellii,Chenopodium vachellii,1.0,1.0,False
Chenopodium stenophyllum,Chenopodium stenophyllum,1.0,1.0,False
Chenopodium parodii,Chenopodium parodii,1.0,1.0,False
Chenopodium mucronatum,Chenopodium mucronatum,1.0,1.0,False
Chenopodium hybridum,Chenopodium hybridum,1.0,1.0,False
Chenopodium portulacoides,Chenopodium portulacoides,1.0,1.0,False
Chenopodium maroccanum,Chenopodium maroccanum,1.0,1.0,False
Chenopodium hircium,Chenopodium hircinum,1.0,0.979166666667,False
Chenopodium botryoides,Chenopodium botryoides,1.0,1.0,False
Chenopodium sooanum,Chenopodium sooanum,1.0,1.0,False
Chenopodium filiforme,Chenopodium filiforme,1.0,1.0,False
Chenopodium andicola,Chenopodium andicola,1.0,1.0,False
Chenopodium zosterifolium,Chenopodium zosterifolium,1.0,1.0,False
Chenopodium album,Chenopodium album,1.0,1.0,False
Chenopodium rhombifolium,Chenopodium rhombifolium,1.0,1.0,False
Chenopodium standleyanum,Chenopodium standleyanum,1.0,1.0,False
Chenopodium missouriense,Chenopodium missouriense,1.0,1.0,False
Chenopodium melanospermum,Chenopodium melanospermum,1.0,1.0,False
Chenopodium nepalense,Chenopodium nepalense,1.0,1.0,False
Chenopodium paganum,Chenopodium paganum,1.0,1.0,False
Chenopodium quinoa,Chenopodium quinoa,1.0,1.0,False
Chenopodium chenopodioides,Chenopodium chenopodioides,1.0,1.0,False
Chenopodium pseudopulifolium,Chenopodium pseudopulifolium,1.0,1.0,False
Chenopodium venturii,Chenopodium venturii,1.0,1.0,False
Chenopodium browneanum,Chenopodium browneanum,1.0,1.0,False
Chenopodium macrospermum,Chenopodium macrospermum,1.0,1.0,False
Chenopodium amboanum,Chenopodium amboanum,1.0,1.0,False
Chenopodium vulpinum,Chenopodium vulpinum,1.0,1.0,False
Chenopodium olukondae,Chenopodium olukondae,1.0,1.0,False
Chenopodium roseum,Chenopodium roseum,1.0,1.0,False
Chenopodium purpurascens,Chenopodium purpurascens,1.0,1.0,False
Chenopodium triangulare,Chenopodium triangulare,1.0,1.0,False
Chenopodium spicatum,Chenopodium spicatum,1.0,1.0,False
Chimaphila rhombifolia,Chimaphila rhombifolia,1.0,1.0,False
Chimaphila umbellata,Chimaphila umbellata,1.0,1.0,False
Chionachne gigantea,Chionachne gigantea,1.0,1.0,False
Chironia ramosissima,Chironia ramosissima,1.0,1.0,False
Chironia maritima,Chironia maritima,1.0,1.0,False
Chironia perfoliata,Chironia perfoliata,1.0,1.0,False
Chironia pulchella,Chironia pulchella,1.0,1.0,False
Chironia centaurium,Chironia centaurium,1.0,1.0,False
Chironia inaperta,Chironia inaperta,1.0,1.0,False
Chironia littoralis,Chironia littoralis,1.0,1.0,False
Chisocheton siamensis,Chisocheton siamensis,1.0,1.0,False
Chitonia mexicana,Chitonia mexicana,1.0,1.0,False
Chlora serotina,Chlora serotina,1.0,1.0,False
Chlora grandiflora,Chlora grandiflora,1.0,1.0,False
Chlora perfoliata,Chlora perfoliata,1.0,1.0,False
Chlora crenulata,Chlora crenulata,1.0,1.0,False
Chlora citrina,Chlora citrina,1.0,1.0,False
Chlora sessilifolia,Chlora sessilifolia,1.0,1.0,False
Chlora lanceolata,Chlora lanceolata,1.0,1.0,False
Chlora acuminata,Chlora acuminata,1.0,1.0,False
Chlora imperfoliata,Chlora imperfoliata,1.0,1.0,False
Chlora sicula,Chlora sicula,1.0,1.0,False
Chloraea grandiflora,Chlora grandiflora,0.966666666667,1.0,False
Chlorophora regia,Chlorophora regia,1.0,1.0,False
Chlorophytum benuense,Chlorophytum beniense,1.0,0.941666666667,False
Chlorophytum comosum,Chlorophytum comosum,1.0,1.0,False
Chlorophytum sparsiflorum,Chlorophytum sparsiflorum,1.0,1.0,False
Choerospondias axillaris,Choerospondias axillaris,1.0,1.0,False
Chondria angustissima,Chondrilla angustissima,0.98,1.0,False
Chondrilla latifolia,Chondrilla latifolia,1.0,1.0,False
Chondrilla ambigua,Chondrilla ambigua,1.0,1.0,False
Chondrilla brevirostris,Chondrilla brevirostris,1.0,1.0,False
Chondrilla acantholepis,Chondrilla acantholepis,1.0,1.0,False
Chondrilla canescens,Chondrilla canescens,1.0,1.0,False
Chondrosum gracile,Chondrosum gracile,1.0,1.0,False
Chondrosum eriostachyum,Chondrosum eriostachyum,1.0,1.0,False
Chondrosum eriopodum,Chondrosum eriopodum,1.0,1.0,False
Chorispora sibirica,Chorispora sibirica,1.0,1.0,False
Chorispora songarica,Chorispora songarica,1.0,1.0,False
Chorispora macropoda,Chorispora macropoda,1.0,1.0,False
Chosenia bracteosa,Chosenia bracteosa,1.0,1.0,False
Chosenia eucalyptoides,Chosenia eucalyptoides,1.0,1.0,False
Chosenia macrolepis,Chosenia macrolepis,1.0,1.0,False
Chosenia arbutifolia,Chosenia arbutifolia,1.0,1.0,False
Chromolaena odorata,Chromolaena odorata,1.0,1.0,False
Chromolaena corymbosa,Chromolaena corymbosa,1.0,1.0,False
Chrozophora sabulosa,Chrozophora sabulosa,1.0,1.0,False
Chrysanthemum morifolium,Chrysanthemum morifolium,1.0,1.0,False
Chrysanthemum coreanum,Chrysanthemum coreanum,1.0,1.0,False
Chrysanthemum zawadskii,Chrysanthemum zawadskii,1.0,1.0,False
Chrysocoma tomentosa,Chrysocoma tomentosa,1.0,1.0,False
Chrysophyllum africanum,Chrysophyllum africanum,1.0,1.0,False
Chrysophyllum sanguinolentum,Chrysophyllum sanguinolentum,1.0,1.0,False
Chrysopogon aciculatus,Chrysopogon aciculatus,1.0,1.0,False
Chrysosplenium japonicum,Chrysosplenium japonicum,1.0,1.0,False
Chrysosplenium glechomifolium,Chrysosplenium glechomifolium,1.0,1.0,False
Chrysosplenium oppositifolium,Chrysosplenium oppositifolium,1.0,1.0,False
Chrysosplenium scouleri,Chrysosplenium scouleri,1.0,1.0,False
Chrysosplenium rosulare,Chrysosplenium rosulare,1.0,1.0,False
Chrysosplenium glaciale,Chrysosplenium glaciale,1.0,1.0,False
Chrysosplenium rosendahlii,Chrysosplenium rosendahlii,1.0,1.0,False
Chrysosplenium tetrandrum,Chrysosplenium tetrandrum,1.0,1.0,False
Chrysosplenium wrightii,Chrysosplenium wrightii,1.0,1.0,False
Chrysosplenium alternifolium,Chrysosplenium alternifolium,1.0,1.0,False
Chrysosplenium alpinum,Chrysosplenium alpinum,1.0,1.0,False
Chusquea culeou,Chusquea culeou,1.0,1.0,False
Cicendia filiformis,Cicendia filiformis,1.0,1.0,False
Cicer arietinum,Cicer arietinum,1.0,1.0,False
Cichorium pumilum,Cichorium pumilum,1.0,1.0,False
Cichorium endivia,Cichorium endivia,1.0,1.0,False
Cichorium noeanum,Cichorium noeanum,1.0,1.0,False
Cichorium intybus,Cichorium intybus,1.0,1.0,False
Cicuta mexicana,Cicuta mexicana,1.0,1.0,False
Cicuta maculata,Cicuta maculata,1.0,1.0,False
Cicuta virosa,Cicuta virosa,1.0,1.0,False
Cicuta douglasii,Cicuta douglasii,1.0,1.0,False
Cicuta mackenzieana,Cicuta mackenzieana,1.0,1.0,False
Cicuta minor,Cicuta minor,1.0,1.0,False
Ciminalis riparia,Ciminalis riparia,1.0,1.0,False
Ciminalis leucomelaena,Ciminalis leucomelaena,1.0,1.0,False
Cineraria canadensis,Cineraria canadensis,1.0,1.0,False
Cinna arundinacea,Cinna arundinacea,1.0,1.0,False
Cinna latifolia,Cinna latifolia,1.0,1.0,False
Cinnamomum japonicum,Cinnamomum japonicum,1.0,1.0,False
Cinnamomum burmannii,Cinnamomum burmannii,1.0,1.0,False
Cinnamomum brevifolium,Cinnamomum brevifolium,1.0,1.0,False
Cinnamomum pedunculatum,Cinnamomum pedunculatum,1.0,1.0,False
Cinnamomum chenii,Cinnamomum chenii,1.0,1.0,False
Cinnamomum tenuifolium,Cinnamomum tenuifolium,1.0,1.0,False
Circaea lutetiana,Circaea lutetiana,1.0,1.0,False
Circaea repens,Circaea repens,1.0,1.0,False
Circaea alpestris,Circaea alpestris,1.0,1.0,False
Circaea mollis,Circaea mollis,1.0,1.0,False
Circaea canadensis,Circaea canadensis,1.0,1.0,False
Circaea caulescens,Circaea caulescens,1.0,1.0,False
Circaea intermedia,Circaea intermedia,1.0,1.0,False
Circaea alpina,Circaea alpina,1.0,1.0,False
Cirsium rigens,Cirsium rigens,1.0,1.0,False
Cirsium acaulon,Cirsium acaulon,1.0,1.0,False
Cirsium acaulos,Cirsium acaulon,1.0,0.961904761905,False
Cirsium purpuratum,Cirsium purpuratum,1.0,1.0,False
Cirsium chailleti,Cirsium chailletii,1.0,0.996666666667,True
Cirsium palustre,Cirsium palustre,1.0,1.0,False
Cirsium macrocephalum,Cirsium microcephalum,1.0,0.953846153846,False
Cirsium dissectum,Cirsium dissectum,1.0,1.0,False
Cirsium sorocephalum,Cirsium sorocephalum,1.0,1.0,False
Cirsium strigosum,Cirsium strigosum,1.0,1.0,False
Cirsium tenoreanum,Cirsium tenoreanum,1.0,1.0,False
Cirsium engelmannii,Cirsium engelmannii,1.0,1.0,False
Cirsium richterianum,Cirsium richterianum,1.0,1.0,False
Cirsium arvense,Cirsium arvense,1.0,1.0,False
Cirsium richteranum,Cirsium richterianum,1.0,0.991666666667,False
Cirsium tuberosum,Cirsium tuberosum,1.0,1.0,False
Cirsium eriophorum,Cirsium eriophorum,1.0,1.0,False
Cirsium helenioides,Cirsium helenioides,1.0,1.0,False
Cirsium canum,Cirsium canum,1.0,1.0,False
Cirsium oleraceum,Cirsium oleraceum,1.0,1.0,False
Cirsium horridulum,Cirsium horridum,1.0,0.98,False
Cirsium altissimum,Cirsium altissimum,1.0,1.0,False
Cirsium vulgare,Cirsium vulgare,1.0,1.0,False
Cirsium odontolepis,Cirsium odontolepis,1.0,1.0,False
Cirsium simplex,Cirsium simplex,1.0,1.0,False
Cirsium esculentum,Cirsium esculentum,1.0,1.0,False
Cirsium semenovii,Cirsium semenowii,1.0,0.97037037037,False
Cirsium rhizocephalum,Cirsium rhizocephalum,1.0,1.0,False
Cissus tenuifolia,Cissus tenuifolia,1.0,1.0,False
Cissus cymosa,Cissus cymosa,1.0,1.0,False
Cissus japonica,Cissus japonica,1.0,1.0,False
Cissus paniculata,Cissus paniculata,1.0,1.0,False
Cistus surrejanus,Cistus surrejanus,1.0,1.0,False
Cistus guttatus,Cistus guttatus,1.0,1.0,False
Cistus apenninus,Cistus apenninus,1.0,1.0,False
Cistus monspeliensis,Cistus monspeliensis,1.0,1.0,False
Cistus polifolius,Cistus polifolius,1.0,1.0,False
Cistus calycinus,Cistus calycinus,1.0,1.0,False
Cistus tauricus,Cistus tauricus,1.0,1.0,False
Cistus serratus,Cistus serratus,1.0,1.0,False
Cistus complicatus,Cistus complicatus,1.0,1.0,False
Cistus sampsucifolius,Cistus sampsucifolius,1.0,1.0,False
Cistus glaucus,Cistus glaucus,1.0,1.0,False
Cistus oelandicus,Cistus oelandicus,1.0,1.0,False
Cistus affinis,Cistus affinis,1.0,1.0,False
Cistus incanus,Cistus incanus,1.0,1.0,False
Cistus ladanifer,Cistus ladanifer,1.0,1.0,False
Cistus cinereus,Cistus cinereus,1.0,1.0,False
Cistus nummularius,Cistus nummularius,1.0,1.0,False
Cistus racemosus,Cistus racemosus,1.0,1.0,False
Cistus laevis,Cistus laevis,1.0,1.0,False
Cistus thymifolius,Cistus thymifolius,1.0,1.0,False
Cistus laevipes,Cistus laevis,1.0,0.958333333333,False
Cistus lanceolatus,Cistus lanceolatus,1.0,1.0,False
Cistus splendens,Cistus splendens,1.0,1.0,False
Cistus glutinosus,Cistus glutinosus,1.0,1.0,False
Cistus bupleurifolius,Cistus bupleurifolius,1.0,1.0,False
Cistus violaceus,Cistus violaceus,1.0,1.0,False
Cistus croceus,Cistus croceus,1.0,1.0,False
Cistus pilosus,Cistus pilosus,1.0,1.0,False
Cistus polymorphus,Cistus polymorphus,1.0,1.0,False
Cistus olbiensis,Cistus olbiensis,1.0,1.0,False
Cistus fumana,Cistus fumana,1.0,1.0,False
Cistus alpestris,Cistus alpestris,1.0,1.0,False
Cistus garganicus,Cistus garganicus,1.0,1.0,False
Cistus scorpioides,Cistus scorpioides,1.0,1.0,False
Cistus roseus,Cistus roseus,1.0,1.0,False
Cistus anglicus,Cistus anglicus,1.0,1.0,False
Cistus vulgaris,Cistus vulgaris,1.0,1.0,False
Citharexylum myrianthum,Citharexylum myrianthum,1.0,1.0,False
Citharexylum cinereum,Citharexylum cinereum,1.0,1.0,False
Citharexylum rigidum,Citharexylum rigidum,1.0,1.0,False
Citharexylum scabrum,Citharexylum scabrum,1.0,1.0,False
